study_hours,attendance,previous_score,marks
1,66.8,57,34.0
7,84.8,80,70.0
7,91.7,45,39.0
1,65.3,66,42.0
9,91.1,75,69.0
6,79.1,54,44.0
2,69.4,76,54.0
5,76.7,97,87.0
4,76.4,44,28.0
7,88.9,78,70.0
8,88.0,48,44.0
1,68.4,46,23.0
5,73.6,80,61.0
3,70.1,59,43.0
1,65.3,49,22.0
3,69.6,65,47.0
6,77.5,43,31.0
7,81.0,77,71.0
8,92.6,63,59.0
4,77.2,53,37.0
3,68.7,80,58.0
5,72.4,40,24.0
9,87.6,56,52.0
6,78.8,84,74.0
9,99.4,63,60.0
6,82.9,66,59.0
2,67.4,46,20.0
5,78.1,48,33.0
9,89.3,82,80.0
8,84.4,74,67.0
7,79.6,97,90.0
1,65.8,51,29.0
4,72.5,60,44.0
7,80.2,42,37.0
7,89.0,54,45.0
6,78.8,60,50.0
8,90.0,49,44.0
6,78.8,72,59.0
3,66.5,85,60.0
4,75.5,98,78.0
3,74.3,91,73.0
1,56.9,45,20.0
5,76.5,41,26.0
1,61.8,68,42.0
1,69.2,94,71.0
2,72.3,79,57.0
4,75.6,72,55.0
6,79.1,43,29.0
8,92.6,98,96.0
3,72.4,43,23.0
1,65.6,68,42.0
3,67.1,76,54.0
3,72.1,99,83.0
5,83.4,99,91.0
4,69.6,59,42.0
4,69.4,80,65.0
9,95.2,62,60.0
7,81.6,84,77.0
4,76.6,57,41.0
3,75.2,88,67.0
6,78.3,64,53.0
3,72.0,40,21.0
6,85.8,93,82.0
9,94.3,54,52.0
6,77.3,73,60.0
4,76.3,87,71.0
5,81.4,59,45.0
6,75.5,93,82.0
3,75.6,76,57.0
8,85.8,66,63.0
4,76.4,61,41.0
8,89.5,90,84.0
3,64.8,44,24.0
7,81.5,73,63.0
9,89.6,78,79.0
4,73.1,42,20.0
8,82.5,56,50.0
3,73.4,63,43.0
7,83.7,63,56.0
3,67.3,42,21.0
7,75.3,84,76.0
6,82.7,46,34.0
2,63.2,64,42.0
3,70.9,95,78.0
6,80.6,42,28.0
4,77.4,54,39.0
6,86.5,68,56.0
1,63.0,89,63.0
1,59.9,68,38.0
3,69.5,49,29.0
8,86.8,71,67.0
8,86.4,62,57.0
4,73.9,78,63.0
6,82.0,48,38.0
8,85.4,76,68.0
7,79.3,91,82.0
7,85.6,79,70.0
4,78.1,53,32.0
9,87.2,43,43.0
6,86.6,59,49.0
3,67.4,67,49.0
5,78.3,53,36.0
5,72.3,83,69.0
5,74.8,73,57.0
8,85.9,52,47.0
9,93.9,70,69.0
9,87.6,72,65.0
6,84.6,91,84.0
6,78.1,78,66.0
9,89.8,67,60.0
4,74.8,64,44.0
6,84.1,71,61.0
4,71.7,48,30.0
1,62.1,67,39.0
7,84.7,97,85.0
6,76.2,70,58.0
9,84.7,56,53.0
7,88.5,92,86.0
7,88.3,62,55.0
2,66.4,52,32.0
9,87.3,94,94.0
9,78.8,49,41.0
6,80.3,55,43.0
3,65.9,45,25.0
1,58.8,87,64.0
4,73.2,50,37.0
3,74.4,97,79.0
1,57.4,91,62.0
3,76.1,42,21.0
4,67.5,67,49.0
8,83.2,80,77.0
9,88.9,54,50.0
3,65.3,99,79.0
6,78.2,52,35.0
5,80.2,81,66.0
6,81.3,91,74.0
4,70.1,95,77.0
6,79.0,84,72.0
7,79.8,56,48.0
9,88.0,46,42.0
7,81.1,67,59.0
6,80.6,77,66.0
1,67.6,52,27.0
2,63.7,99,75.0
1,59.7,56,31.0
9,92.9,54,51.0
9,94.2,75,74.0
7,81.3,67,63.0
2,68.3,54,31.0
6,84.7,85,79.0
4,81.5,92,77.0
1,60.4,50,26.0
1,70.6,95,69.0
5,65.9,70,56.0
2,70.3,43,18.0
4,75.9,74,55.0
1,62.6,73,45.0
4,67.6,91,74.0
6,81.2,66,56.0
4,72.4,49,34.0
1,62.4,69,44.0
7,77.5,84,73.0
2,67.9,59,38.0
9,92.2,68,64.0
3,66.9,97,75.0
8,87.2,92,84.0
8,83.7,68,62.0
3,70.2,62,41.0
4,70.8,96,81.0
2,65.2,89,66.0
4,77.8,60,45.0
9,91.8,87,84.0
2,70.9,82,60.0
3,69.2,49,26.0
4,70.1,80,64.0
5,74.6,51,32.0
1,53.7,69,48.0
7,80.8,90,83.0
7,83.6,72,62.0
9,89.4,57,55.0
4,79.1,53,36.0
6,73.0,61,52.0
2,60.4,60,35.0
4,76.3,40,21.0
2,72.6,88,67.0
5,81.2,82,71.0
7,88.5,91,87.0
1,59.9,99,70.0
7,75.1,54,43.0
6,83.4,75,69.0
6,81.1,86,75.0
8,87.5,93,85.0
8,73.8,61,56.0
6,89.3,71,55.0
3,72.1,97,78.0
5,81.0,85,71.0
2,68.5,93,68.0
5,82.0,72,60.0
9,95.4,97,95.0
1,64.5,80,51.0
5,74.3,98,84.0
6,81.2,78,68.0
7,81.4,62,54.0
9,91.4,82,79.0
6,77.4,94,83.0
5,76.5,41,28.0
7,83.7,41,31.0
1,58.8,77,50.0
5,77.8,94,79.0
2,68.2,90,64.0
4,72.1,68,53.0
7,80.1,91,81.0
5,89.8,85,70.0
6,85.7,99,85.0
2,67.9,42,20.0
3,71.3,78,60.0
7,76.5,46,36.0
2,65.3,75,49.0
6,76.5,68,56.0
5,76.3,94,79.0
1,64.1,76,53.0
4,77.9,88,70.0
2,72.4,97,74.0
4,81.3,75,60.0
1,55.8,62,32.0
2,65.3,84,59.0
8,84.7,55,48.0
6,75.8,87,74.0
2,60.5,70,46.0
6,85.4,73,63.0
9,94.6,89,87.0
7,81.4,40,29.0
9,85.9,57,51.0
5,72.5,97,81.0
7,81.1,79,70.0
7,78.0,82,75.0
3,67.4,95,75.0
7,82.7,95,85.0
1,58.8,54,28.0
9,85.0,87,84.0
6,82.6,88,76.0
5,82.4,56,43.0
7,77.2,83,73.0
5,74.2,49,33.0
5,68.6,59,45.0
7,83.9,45,38.0
7,83.6,47,39.0
3,73.3,84,67.0
3,70.2,73,53.0
3,66.0,71,50.0
6,84.7,90,80.0
6,80.3,93,80.0
3,65.7,81,60.0
3,69.0,43,23.0
8,94.1,83,80.0
8,89.9,89,83.0
7,77.9,78,72.0
4,75.6,59,46.0
4,74.9,63,45.0
3,70.5,63,42.0
5,75.7,94,78.0
3,68.9,65,43.0
8,87.8,64,55.0
7,83.7,75,67.0
3,76.8,46,28.0
9,94.8,49,48.0
5,74.1,97,81.0
9,83.5,86,84.0
7,85.9,51,41.0
7,85.7,40,31.0
6,78.9,91,83.0
2,66.8,89,70.0
9,97.2,64,57.0
6,76.2,55,45.0
8,89.6,44,37.0
1,66.1,58,33.0
5,71.4,43,28.0
1,60.0,45,16.0
8,87.2,65,60.0
8,87.6,88,81.0
1,64.6,78,54.0
9,80.8,95,94.0
2,69.0,94,74.0
9,92.2,78,76.0
1,68.6,48,19.0
9,86.1,84,83.0
4,83.6,91,73.0
9,95.9,53,52.0
7,86.1,87,81.0
6,73.2,94,84.0
5,77.2,48,35.0
9,88.5,54,53.0
2,67.9,76,55.0
2,68.8,89,66.0
9,92.9,92,87.0
3,74.6,59,43.0
8,90.4,47,39.0
9,86.4,71,68.0
8,84.4,86,81.0
4,80.4,60,45.0
1,64.8,96,75.0
4,78.7,80,64.0
9,86.3,58,54.0
2,63.0,68,45.0
3,64.6,97,75.0
8,90.4,70,64.0
6,73.0,93,81.0
8,81.0,45,39.0
7,82.2,43,38.0
5,82.8,82,72.0
9,86.3,68,67.0
4,73.8,81,66.0
6,86.3,42,32.0
2,71.4,40,17.0
2,63.1,83,59.0
2,55.4,94,70.0
7,75.0,54,41.0
2,59.8,86,62.0
2,71.4,60,38.0
9,85.3,85,81.0
7,87.3,97,88.0
3,59.4,70,46.0
3,65.9,46,25.0
7,88.8,56,48.0
5,77.0,95,81.0
6,82.3,58,49.0
8,88.9,78,72.0
9,96.6,99,96.0
1,65.4,42,17.0
3,67.4,69,48.0
7,83.4,74,69.0
6,92.2,97,85.0
7,78.7,96,85.0
8,92.6,68,64.0
6,80.2,89,79.0
3,76.7,91,74.0
2,59.7,93,69.0
7,86.0,53,44.0
1,66.0,74,50.0
3,74.3,67,48.0
4,74.1,97,77.0
1,61.3,69,46.0
5,80.4,65,51.0
3,63.6,46,23.0
2,66.3,78,56.0
3,68.5,70,47.0
8,86.1,44,42.0
6,77.8,74,64.0
7,89.3,89,80.0
6,78.7,86,73.0
6,82.8,91,80.0
3,66.8,53,34.0
8,88.7,75,69.0
7,86.1,66,54.0
7,83.9,63,56.0
6,76.5,79,66.0
5,77.5,68,53.0
8,89.0,92,89.0
5,73.1,84,70.0
9,97.8,61,59.0
9,92.1,47,41.0
1,67.3,54,28.0
6,81.5,88,75.0
7,78.4,44,34.0
3,72.2,91,68.0
7,81.3,43,32.0
7,85.2,50,44.0
2,68.0,57,35.0
7,79.7,81,74.0
1,61.5,88,64.0
5,75.5,69,57.0
9,90.6,54,46.0
7,80.2,45,36.0
7,85.4,94,85.0
2,69.4,92,71.0
8,88.8,55,49.0
3,67.1,86,71.0
8,93.3,79,76.0
3,72.7,48,26.0
7,82.9,82,74.0
2,75.4,98,78.0
4,78.4,73,59.0
6,85.4,66,55.0
9,86.6,52,51.0
5,77.8,75,57.0
9,82.6,66,63.0
5,79.7,48,37.0
8,89.3,44,41.0
1,59.9,90,67.0
7,86.0,61,56.0
4,75.0,70,51.0
5,71.1,42,26.0
6,82.7,69,56.0
5,82.7,60,48.0
1,59.4,74,52.0
9,88.6,45,42.0
2,62.5,67,41.0
9,83.9,71,64.0
2,68.2,81,57.0
9,90.6,76,72.0
6,79.0,64,52.0
9,83.7,71,67.0
6,80.8,74,61.0
6,80.4,61,51.0
2,67.3,63,42.0
8,82.1,78,71.0
3,69.5,93,74.0
7,83.3,69,62.0
5,71.8,89,76.0
3,75.4,71,50.0
1,61.6,70,42.0
8,85.9,62,55.0
3,65.9,79,60.0
2,69.9,72,52.0
1,60.2,64,36.0
4,65.9,75,53.0
8,85.6,63,54.0
3,66.4,70,47.0
1,67.3,97,70.0
4,78.1,78,62.0
9,86.0,85,82.0
1,71.7,52,26.0
2,64.2,49,25.0
9,86.5,62,55.0
2,61.9,57,34.0
3,67.3,71,51.0
7,87.9,72,63.0
3,82.0,75,54.0
9,90.5,67,62.0
6,83.2,55,43.0
3,70.8,55,34.0
9,90.6,57,56.0
1,54.0,47,24.0
3,71.8,81,65.0
1,63.0,55,31.0
2,75.7,94,72.0
8,88.0,95,90.0
7,86.2,50,43.0
2,64.3,45,23.0
2,60.5,40,18.0
9,83.8,51,44.0
6,75.2,96,84.0
5,79.2,77,62.0
6,76.5,67,56.0
9,88.0,84,87.0
7,84.1,97,89.0
9,91.8,56,55.0
4,71.2,40,18.0
2,61.9,71,46.0
8,88.5,47,42.0
4,70.7,93,72.0
9,86.4,79,75.0
4,75.8,95,79.0
8,94.8,82,78.0
9,86.0,85,81.0
9,87.5,63,63.0
4,77.9,49,35.0
1,69.9,86,63.0
3,73.4,78,59.0
9,83.2,78,76.0
4,73.6,49,33.0
5,83.0,75,62.0
7,84.2,64,58.0
5,78.1,99,82.0
4,72.0,89,73.0
2,63.7,98,75.0
2,67.1,96,71.0
4,68.5,49,30.0
9,94.2,58,58.0
8,89.4,85,80.0
3,69.9,84,65.0
9,93.1,54,51.0
5,73.0,55,44.0
3,76.4,41,23.0
5,82.8,68,56.0
4,71.9,43,25.0
8,76.9,92,89.0
5,74.0,89,75.0
8,84.2,68,60.0
9,93.9,70,64.0
4,76.3,56,40.0
7,79.7,49,37.0
2,66.6,66,42.0
6,78.8,92,78.0
8,90.3,80,72.0
7,83.8,54,44.0
7,87.7,99,89.0
8,86.5,83,77.0
7,83.5,70,62.0
5,73.3,60,46.0
7,83.9,99,94.0
3,71.5,98,80.0
5,80.7,97,83.0
7,82.4,80,74.0
9,88.8,85,85.0
2,69.0,84,61.0
4,69.1,99,85.0
7,79.4,65,58.0
1,64.3,77,52.0
2,79.3,90,69.0
9,94.4,75,78.0
7,84.9,91,82.0
7,80.3,56,47.0
6,72.1,90,79.0
3,69.2,42,21.0
3,73.9,53,33.0
2,70.7,88,65.0
6,82.4,52,35.0
4,72.4,80,63.0
5,80.1,66,50.0
3,66.0,40,18.0
6,72.7,96,88.0
3,70.4,56,35.0
8,84.5,87,82.0
9,87.1,89,87.0
4,65.3,73,59.0
9,94.4,53,56.0
7,88.2,93,86.0
3,71.1,94,70.0
7,73.9,98,90.0
1,60.2,56,28.0
3,75.0,42,21.0
6,85.7,73,64.0
4,71.4,79,61.0
7,81.1,64,54.0
3,75.0,41,20.0
1,70.3,73,49.0
9,86.9,65,65.0
6,75.0,70,61.0
8,86.8,48,40.0
3,70.0,69,49.0
8,94.6,59,52.0
2,66.4,60,38.0
4,71.5,68,51.0
3,68.9,98,76.0
1,64.3,64,42.0
7,80.6,77,68.0
2,70.4,97,77.0
4,75.9,83,65.0
9,86.2,64,63.0
6,76.9,48,35.0
8,87.8,78,71.0
2,68.5,83,64.0
7,77.9,65,53.0
6,83.2,96,87.0
9,97.3,76,71.0
7,91.0,55,43.0
1,64.1,76,54.0
8,87.4,51,44.0
3,73.5,63,45.0
2,63.0,65,42.0
3,70.7,59,38.0
6,75.3,48,36.0
3,61.8,62,43.0
5,81.1,78,67.0
6,78.4,68,58.0
8,83.9,70,64.0
7,79.8,58,51.0
8,90.3,59,57.0
3,63.5,62,40.0
4,76.8,82,68.0
6,79.2,66,58.0
7,88.1,69,63.0
9,88.4,60,56.0
1,65.4,83,60.0
8,86.7,74,68.0
8,98.3,88,82.0
6,74.0,46,33.0
4,74.8,61,47.0
3,66.2,49,32.0
3,70.1,62,39.0
6,82.3,54,41.0
8,92.6,69,61.0
7,84.3,73,63.0
1,59.6,52,27.0
6,78.7,99,88.0
7,88.1,43,35.0
7,94.5,57,48.0
9,90.8,95,95.0
5,77.5,62,48.0
1,60.0,72,45.0
2,74.2,73,49.0
4,69.1,73,57.0
5,76.9,75,61.0
9,91.7,74,75.0
1,64.7,56,26.0
3,73.5,67,47.0
5,80.5,53,37.0
3,69.9,73,55.0
4,68.1,87,73.0
3,71.9,50,30.0
4,79.6,96,80.0
1,64.3,52,24.0
8,88.9,72,66.0
4,68.0,96,77.0
7,80.6,94,86.0
2,69.2,41,13.0
2,58.3,73,52.0
6,77.1,92,80.0
2,60.6,68,44.0
6,80.1,76,68.0
2,76.6,43,23.0
4,77.6,51,36.0
7,79.3,65,58.0
8,84.7,97,91.0
3,69.6,67,48.0
9,89.7,42,40.0
2,63.7,59,33.0
8,93.8,49,46.0
8,85.6,91,87.0
4,65.4,57,39.0
1,66.1,92,70.0
1,71.1,92,67.0
2,72.8,92,68.0
9,81.4,66,61.0
2,64.9,70,51.0
2,64.9,66,43.0
6,87.4,81,70.0
7,80.6,40,34.0
7,82.3,45,33.0
9,84.9,50,46.0
6,84.1,73,60.0
8,80.9,78,73.0
6,80.3,59,47.0
2,68.1,92,67.0
1,65.7,60,37.0
5,86.5,60,44.0
9,91.8,57,55.0
8,80.2,60,52.0
4,81.3,58,42.0
5,74.3,43,28.0
5,75.5,52,31.0
6,85.3,57,42.0
3,68.6,91,71.0
5,75.0,68,54.0
2,61.1,64,42.0
1,66.7,95,68.0
1,61.2,52,27.0
7,81.9,66,59.0
2,65.1,99,77.0
4,78.2,58,43.0
5,74.7,88,73.0
7,81.0,40,31.0
2,66.3,77,55.0
6,86.5,58,49.0
1,63.3,91,65.0
7,79.8,40,30.0
9,92.7,79,75.0
5,80.2,56,43.0
5,69.1,60,49.0
4,70.5,61,44.0
3,65.4,54,35.0
9,88.6,89,88.0
5,82.0,78,65.0
8,85.9,87,82.0
9,92.2,78,76.0
5,69.7,71,54.0
9,93.1,88,90.0
2,63.8,43,23.0
9,87.7,83,79.0
4,71.1,84,65.0
6,77.7,71,59.0
6,81.2,43,28.0
6,81.4,92,79.0
2,67.1,40,11.0
7,79.0,72,61.0
6,80.0,46,36.0
1,63.9,48,22.0
2,64.6,40,20.0
7,83.4,55,45.0
1,69.8,57,32.0
1,60.9,93,68.0
1,66.7,86,55.0
8,80.9,45,38.0
4,76.9,41,23.0
4,78.6,48,33.0
2,59.4,43,22.0
1,65.7,84,60.0
9,86.8,62,58.0
7,82.6,93,84.0
4,69.5,82,67.0
6,85.1,84,79.0
2,61.8,82,61.0
7,80.7,90,80.0
2,57.7,47,27.0
8,87.8,78,72.0
8,88.5,64,61.0
1,63.4,55,25.0
8,86.4,74,67.0
2,64.0,56,33.0
6,77.9,57,46.0
1,59.5,99,73.0
5,81.3,66,54.0
7,87.2,54,44.0
1,62.2,99,74.0
2,68.5,56,31.0
7,81.2,82,73.0
6,87.7,44,34.0
3,66.8,55,36.0
2,59.0,54,27.0
4,71.8,81,66.0
3,66.4,85,66.0
7,81.5,73,64.0
8,88.7,87,82.0
2,66.3,58,34.0
7,80.0,47,38.0
8,81.1,86,79.0
6,71.6,49,35.0
6,83.5,44,33.0
1,58.5,91,65.0
4,66.9,87,69.0
1,73.1,92,66.0
4,66.8,65,45.0
2,58.3,61,37.0
5,78.4,83,71.0
9,92.6,62,59.0
3,74.1,52,32.0
8,91.7,48,40.0
3,79.4,88,73.0
6,74.9,59,48.0
4,71.3,67,52.0
8,88.9,83,79.0
6,79.9,96,85.0
8,84.3,76,72.0
1,58.9,63,39.0
6,87.8,83,72.0
1,65.3,72,51.0
1,64.0,59,36.0
8,89.1,99,89.0
7,74.9,87,82.0
3,67.7,69,51.0
6,69.6,83,75.0
9,89.6,48,44.0
7,85.5,84,72.0
3,65.3,88,66.0
6,85.4,56,41.0
4,74.1,75,59.0
3,69.6,53,31.0
9,87.9,58,54.0
2,69.4,46,23.0
1,54.9,98,75.0
2,71.5,42,21.0
7,79.2,72,69.0
1,62.7,83,56.0
6,82.2,71,60.0
7,86.4,86,79.0
9,92.4,50,47.0
8,83.9,81,72.0
6,79.3,41,31.0
3,75.1,65,45.0
8,86.6,43,40.0
7,81.7,56,46.0
3,66.8,56,38.0
9,87.9,67,64.0
2,60.5,69,46.0
3,67.6,79,58.0
2,60.6,62,37.0
1,68.0,85,62.0
4,77.2,63,49.0
5,71.3,68,53.0
6,83.3,43,30.0
5,69.2,77,59.0
1,67.3,68,40.0
3,69.2,58,37.0
1,64.4,66,41.0
5,81.4,68,56.0
5,77.8,95,81.0
6,79.2,75,66.0
8,90.1,74,71.0
1,60.5,91,64.0
4,76.0,45,31.0
1,55.2,98,72.0
9,91.8,62,57.0
7,82.0,78,67.0
7,86.4,85,76.0
5,74.0,83,68.0
7,83.7,87,78.0
2,67.6,91,68.0
4,74.8,47,25.0
7,86.3,94,86.0
3,67.1,41,15.0
2,67.0,52,28.0
2,59.9,79,58.0
1,63.1,96,72.0
5,78.0,60,45.0
6,77.8,70,59.0
6,81.7,91,78.0
9,91.0,87,84.0
4,68.7,75,56.0
1,73.6,87,62.0
6,79.3,91,78.0
5,67.4,77,62.0
6,79.2,66,54.0
3,74.2,75,57.0
2,70.1,87,61.0
6,81.7,62,49.0
1,64.6,94,71.0
7,87.0,60,55.0
7,82.0,52,44.0
7,79.7,76,68.0
1,64.1,86,60.0
4,67.7,65,45.0
7,83.8,79,72.0
9,92.5,46,41.0
5,82.7,85,73.0
2,63.9,78,57.0
7,81.3,61,55.0
1,67.2,78,53.0
7,80.3,62,53.0
6,80.2,97,87.0
7,84.0,69,61.0
3,66.5,57,38.0
3,76.2,81,60.0
7,88.4,57,49.0
2,68.3,85,64.0
1,66.8,49,23.0
9,93.4,78,72.0
9,93.2,69,71.0
7,85.6,65,59.0
7,87.2,46,38.0
3,73.6,46,24.0
2,66.1,44,18.0
7,94.2,40,33.0
9,88.6,85,81.0
1,58.6,57,30.0
4,68.4,52,32.0
6,77.8,64,50.0
7,86.1,79,73.0
7,78.7,47,38.0
2,67.4,49,28.0
4,71.8,71,57.0
5,79.4,56,41.0
1,62.7,77,52.0
1,64.7,54,26.0
3,63.9,54,28.0
3,76.8,96,74.0
8,89.6,87,81.0
9,85.6,79,81.0
1,63.5,90,61.0
2,69.7,59,38.0
2,62.9,54,29.0
4,73.1,74,57.0
2,71.6,45,21.0
7,81.0,69,57.0
9,86.6,96,94.0
7,82.0,47,39.0
6,74.7,70,59.0
1,68.6,87,64.0
9,86.3,86,83.0
5,73.0,71,53.0
5,79.9,84,70.0
6,82.4,97,92.0
9,94.3,91,92.0
8,90.5,54,47.0
8,91.4,57,51.0
8,88.0,52,45.0
1,70.8,63,34.0
1,54.9,79,50.0
8,85.4,53,45.0
5,74.7,67,54.0
9,86.8,50,52.0
2,59.4,45,20.0
9,82.8,95,93.0
8,83.0,64,53.0
9,91.7,40,35.0
4,69.8,64,48.0
1,61.3,41,18.0
1,58.7,71,43.0
5,85.0,52,36.0
2,67.3,72,51.0
8,91.1,71,65.0
5,71.3,95,81.0
5,81.1,63,45.0
2,67.2,66,46.0
7,92.3,43,32.0
8,90.1,63,60.0
1,57.9,62,33.0
2,75.8,68,45.0
4,75.2,73,54.0
5,80.6,60,46.0
2,61.3,69,49.0
1,66.7,65,38.0
9,95.6,59,53.0
1,67.8,55,30.0
4,82.0,42,24.0
2,70.0,88,69.0
4,77.2,76,57.0
8,84.4,97,94.0
8,93.3,79,77.0
9,89.7,83,79.0
5,73.5,64,50.0
7,91.2,62,52.0
3,65.4,83,64.0
4,76.2,98,86.0
9,90.0,40,33.0
1,61.4,72,47.0
2,65.9,54,31.0
5,69.5,56,42.0
3,74.1,73,54.0
2,74.8,56,33.0
1,58.2,91,61.0
3,77.3,97,78.0
1,58.5,80,55.0
1,61.6,83,59.0
1,65.3,43,20.0
8,83.9,52,43.0
3,66.2,43,19.0
1,60.4,46,17.0
7,81.6,85,73.0
3,67.1,98,72.0
8,84.7,48,39.0
4,68.7,62,44.0
4,78.3,72,52.0
5,71.2,72,58.0
6,74.0,59,45.0
7,81.7,43,36.0
4,70.9,40,22.0
8,76.9,93,86.0
6,75.2,81,68.0
1,68.9,73,47.0
1,56.5,66,40.0
9,86.2,60,58.0
6,84.0,63,53.0
8,89.2,54,46.0
7,91.0,74,66.0
6,81.7,64,49.0
4,80.7,94,77.0
7,78.4,48,36.0
9,93.1,56,55.0
7,79.0,60,49.0
1,65.2,99,76.0
9,97.4,52,45.0
4,76.7,42,28.0
3,70.9,43,25.0
4,72.7,43,27.0
4,78.4,82,67.0
2,75.0,67,44.0
1,54.2,46,18.0
1,64.0,65,37.0
8,83.1,50,43.0
2,68.7,63,43.0
5,75.3,82,66.0
4,72.2,49,34.0
8,85.8,76,77.0
2,62.1,52,31.0
9,87.9,83,80.0
7,85.1,81,71.0
7,79.0,78,69.0
1,63.4,58,34.0
2,70.5,90,69.0
4,75.5,58,44.0
4,68.4,51,30.0
3,74.8,91,73.0
7,83.6,61,52.0
8,88.1,86,81.0
2,68.6,76,52.0
4,70.1,95,77.0
3,61.8,69,44.0
2,67.8,85,62.0
6,77.4,51,44.0
4,73.9,68,51.0
6,81.2,60,48.0
2,60.7,50,30.0
4,65.2,99,82.0
6,72.2,76,61.0
5,75.3,87,72.0
3,71.3,97,78.0
8,85.8,57,53.0
7,89.3,83,78.0
3,72.3,98,79.0
6,82.6,66,56.0
4,78.3,76,58.0
5,77.2,87,72.0
5,76.5,51,37.0
7,78.8,62,56.0
5,77.0,73,59.0
3,64.9,77,54.0
5,78.2,62,47.0
7,93.5,92,84.0
5,68.6,64,50.0
5,70.6,43,27.0
9,94.6,69,67.0
3,69.6,69,48.0
6,83.3,52,42.0
1,54.3,81,55.0
5,84.6,88,73.0
8,88.4,53,46.0
5,68.7,95,81.0
9,92.1,86,82.0
6,86.4,47,35.0
8,92.7,94,92.0
8,92.3,63,59.0
3,68.9,57,35.0
7,79.7,74,65.0
7,86.8,64,53.0
6,80.6,56,45.0
7,76.8,71,61.0
2,69.2,95,74.0
9,98.0,63,60.0
1,62.6,46,23.0
1,70.2,52,25.0
3,65.2,66,45.0
3,70.4,87,68.0
1,64.5,44,21.0
7,79.5,75,65.0
4,71.7,65,45.0
2,70.2,81,58.0
5,74.0,84,76.0
6,79.3,70,57.0
9,87.1,49,46.0
4,68.7,85,68.0
2,66.8,65,40.0
5,81.4,61,45.0
3,69.6,51,31.0
2,67.5,71,50.0
1,67.9,66,43.0
2,63.3,72,50.0
6,75.1,92,80.0
8,88.9,91,90.0
3,72.4,59,38.0
9,86.1,78,73.0
9,92.4,80,78.0
2,67.7,79,54.0
8,82.9,98,92.0
5,74.2,52,39.0
4,75.1,53,41.0
5,73.3,83,71.0
4,69.4,79,65.0
8,94.3,92,87.0
4,76.8,61,47.0
6,76.8,57,42.0
2,67.8,87,62.0
5,77.4,68,54.0
6,76.4,82,71.0
5,72.7,55,42.0
2,64.1,85,64.0
7,92.4,74,70.0
4,72.1,92,77.0
8,86.0,73,62.0
7,79.4,42,28.0
7,84.7,43,36.0
9,93.5,93,92.0
1,67.1,44,18.0
6,77.7,49,37.0
6,83.0,91,81.0
6,81.0,68,57.0
6,81.7,71,61.0
7,79.9,70,62.0
6,83.5,41,27.0
1,67.0,51,26.0
3,68.2,66,48.0
2,77.4,44,18.0
6,76.4,76,66.0
8,80.8,66,59.0
3,73.1,62,41.0
8,89.5,72,64.0
8,86.2,43,40.0
5,70.4,98,84.0
8,86.4,60,51.0
6,79.8,63,49.0
5,81.1,83,67.0
9,82.6,70,70.0
7,87.0,83,75.0
8,86.8,87,80.0
1,60.5,63,35.0
2,66.5,88,65.0
8,85.9,92,86.0
9,83.6,49,45.0
4,68.4,88,69.0
9,87.6,88,86.0
4,73.2,89,75.0
9,91.5,41,39.0
7,79.0,70,59.0
2,65.1,64,42.0
9,91.4,43,42.0
4,73.3,90,70.0
8,86.6,50,48.0
7,80.8,56,49.0
7,90.1,83,78.0
8,85.9,41,34.0
1,56.4,45,18.0
5,76.4,48,33.0
2,62.7,44,20.0
2,60.9,59,35.0
1,67.3,68,46.0
5,69.5,60,42.0
2,58.6,48,23.0
4,78.3,67,51.0
3,68.3,94,75.0
3,73.4,47,27.0
2,71.6,70,48.0
6,81.0,59,45.0
2,67.1,66,40.0
8,84.6,47,42.0
8,92.5,93,90.0
5,74.3,60,45.0
7,81.1,67,55.0
4,66.3,62,45.0
1,61.2,45,20.0
2,67.3,42,15.0
4,76.8,44,28.0
1,67.6,48,25.0
8,91.8,46,39.0
9,93.2,99,96.0
4,73.2,43,24.0
3,63.0,78,63.0
2,66.4,44,19.0
5,76.3,50,31.0
3,74.7,54,35.0
7,85.9,73,65.0
6,85.6,52,41.0
1,55.7,93,65.0
8,90.7,87,83.0
2,66.7,46,22.0
5,77.1,79,68.0
9,92.5,45,40.0
8,85.9,95,92.0
2,62.2,78,54.0
9,96.4,89,90.0
5,77.3,69,57.0
6,76.2,61,47.0
3,68.2,64,43.0
3,71.3,67,50.0
8,88.5,93,91.0
2,66.4,59,34.0
2,72.4,78,54.0
5,73.5,42,26.0
6,77.9,44,34.0
2,71.3,40,18.0
5,85.3,54,38.0
7,76.4,65,57.0
8,82.0,42,34.0
7,79.0,79,68.0
8,79.7,96,92.0
9,87.0,80,77.0
5,73.2,86,71.0
5,78.6,81,67.0
4,74.7,73,59.0
9,95.4,91,91.0
5,80.9,44,29.0
2,63.2,70,48.0
8,87.5,90,90.0
7,89.2,52,48.0
8,82.1,82,77.0
3,68.2,40,20.0
4,79.3,61,42.0
5,85.2,54,37.0
6,75.4,65,52.0
1,52.5,57,33.0
4,77.3,87,72.0
5,83.1,48,34.0
7,78.8,40,33.0
5,80.5,82,71.0
1,66.0,48,25.0
7,81.2,62,55.0
8,84.7,82,76.0
7,79.9,84,76.0
4,78.2,97,81.0
8,80.3,41,35.0
5,74.4,53,35.0
9,82.4,77,74.0
5,80.9,79,66.0
1,65.1,57,31.0
9,94.7,55,54.0
5,68.3,92,79.0
